Employee_ID,Question_ID,Selected_Value,Value_Order
3728,102,Safety,8
3728,102,Innovation,9
3728,102,Recognition,10
3728,103,Organisational Growth,1
3728,103,Excellence,2
3728,103,Ease With Uncertainty,3
3728,103,Continuous Improvement,4
3728,103,Global Thinking,5
3728,103,Making A Difference,6
3728,103,Sustainability,7
3728,103,Long-Term Perspective,8
3728,103,Empowerment,9
3728,103,Efficiency,10
3143,101,Ambition,1
3143,101,Balance (Home/Work),2
3143,101,Coaching/ Mentoring,3
3143,101,Cost Reduction,4
3143,101,Efficiency,5
3143,101,Ethics,6
3143,101,Global Thinking,7
3143,101,Leadership Development,8
3143,101,Personal Growth,9
3143,101,Risk-Taking,10
3143,102,Achievement,1
3143,102,Ambition,2
3143,102,Cost Reduction,3
3143,102,Customer Satisfaction,4
3143,102,Efficiency,5
3143,102,Ethics,6
3143,102,Trust,7
3143,102,Long-Term Perspective,8
3143,102,Safety,9
3143,102,Professional Growth,10
3143,103,Achievement,1
3143,103,Continuous Learning,2
3143,103,Cost Reduction,3
3143,103,Customer Satisfaction,4
3143,103,Efficiency,5
3143,103,Employee Engagement,6
3143,103,Global Thinking,7
3143,103,Job Security,8
3143,103,Quality,9
3143,103,Profit,10
969,101,Accountability,1
969,101,Achievement,2
969,101,Adaptability,3
969,101,Ambition,4
969,101,Brand Image,5
969,101,Commitment,6
969,101,Cost Reduction,7
969,101,Customer Satisfaction,8
969,101,Fairness,9
969,101,Leadership Development,10
969,102,Achievement,1
969,102,Ambition,2
969,102,Commitment,3
969,102,Continuous Learning,4
969,102,Cost Reduction,5
969,102,Customer Satisfaction,6
969,102,Employee Engagement,7
969,102,Fairness,8
969,102,Leadership Development,9
969,102,Open Communication,10
969,103,Achievement,1
969,103,Ambition,2
969,103,Commitment,3
969,103,Continuous Learning,4
969,103,Customer Satisfaction,5
969,103,Efficiency,6
969,103,Excellence,7
969,103,Global Thinking,8
969,103,Information Sharing,9
969,103,Leadership Development,10
284,101,Patience,1
284,101,Innovation,2
284,101,Recognition,3
284,101,Team Work,4
284,101,Empowerment,5
284,101,Accountability,6
284,101,Adaptability,7
284,101,Achievement,8
284,101,Balance (Home/Work),9
284,101,Continuous Learning,10
284,102,Bullying,1
284,102,Blame,2
284,102,Profit,3
284,102,Quality,4
284,102,Adaptability,5
284,102,Coaching/ Mentoring,6
284,102,Continuous Improvement,7
284,102,Continuous Learning,8
284,102,Cost Reduction,9
284,102,Employee Engagement,10
284,103,Balance (Home/Work),1
284,103,Empowerment,2
284,103,Ethics,3
284,103,Equality,4
284,103,Excellence,5
284,103,Fairness,6
284,103,Innovation,7
284,103,Patience,8
284,103,Quality,9
284,103,Recognition,10
2881,101,Accountability,1
2881,101,Adaptability,2
2881,101,Commitment,3
2881,101,Continuous Improvement,4
2881,101,Decisiveness,5
2881,101,Efficiency,6
2881,101,Excellence,7
2881,101,Innovation,8
2881,101,Reliability,9
2881,101,Trust,10
2881,102,Team Work,1
2881,102,Ambition,2
2881,102,Commitment,3
2881,102,Compassion,4
2881,102,Global Thinking,5
2881,102,Innovation,6
2881,102,Quality,7
2881,102,Reliability,8
2881,102,Safety,9
2881,102,Sustainability,10
2881,103,Profit,1
2881,103,Organisational Growth,2
2881,103,Mission Focus,3
2881,103,Long-Term Perspective,4
2881,103,Leadership Development,5
2881,103,Employee Engagement,6
2881,103,Ease With Uncertainty,7
2881,103,Decisiveness,8
2881,103,Cost Reduction,9
2881,103,Customer Satisfaction,10
2836,101,Accountability,1
2836,101,Coaching/ Mentoring,2
2836,101,Continuous Improvement,3
2836,101,Employee Engagement,4
2836,101,Ethics,5
2836,101,Inclusiveness,6
2836,101,Leadership Development,7
2836,101,Open Communication,8
2836,101,Perseverance,9
2836,101,Reliability,10
2836,102,Achievement,1
2836,102,Brand Image,2
2836,102,Continuous Improvement,3
2836,102,Decisiveness,4
2836,102,Global Thinking,5
2836,102,Innovation,6
2836,102,Organisational Growth,7
2836,102,Profit,8
2836,102,Risk-Taking,9
2836,102,Vision,10
2836,103,Accountability,1
2836,103,Coaching/ Mentoring,2
2836,103,Continuous Improvement,3
2836,103,Customer Satisfaction,4
2836,103,Ethics,5
2836,103,Inclusiveness,6
2836,103,Leadership Development,7
2836,103,Mission Focus,8
2836,103,Profit,9
2836,103,Reliability,10
2843,101,Transparency,1
2843,101,Team Work,2
2843,101,Trust,3
2843,101,Accountability,4
2843,101,Brand Image,5
2843,101,Vision,6
2843,101,Sustainability,7
2843,101,Mission Focus,8
2843,101,Leadership Development,9
2843,101,Excellence,10
2843,102,Vision,1
2843,102,Risk-Taking,2
2843,102,Mission Focus,3
2843,102,Integrity,4
2843,102,Global Thinking,5
2843,102,Customer Satisfaction,6
2843,102,Efficiency,7
2843,102,Continuous Learning,8
2843,102,Cost Reduction,9
2843,102,Employee Engagement,10
2843,103,Financial Stability,1
2843,103,Global Thinking,2
2843,103,Customer Satisfaction,3
2843,103,Brand Image,4
2843,103,Continuous Improvement,5
2843,103,Mission Focus,6
2843,103,Vision,7
2843,103,Quality,8
2843,103,Profit,9
2843,103,Ethics,10
1582,101,Accountability,1
1582,101,Achievement,2
1582,101,Ambition,3
1582,101,Brand Image,4
1582,101,Empowerment,5
1582,101,Equality,6
1582,101,Global Thinking,7
1582,101,Innovation,8
1582,101,Reliability,9
1582,101,Team Work,10
1582,102,Adaptability,1
1582,102,Bullying,2
1582,102,Bureaucracy,3
1582,102,Blame,4
1582,102,Community Involvement,5
1582,102,Compassion,6
1582,102,Conflict Resolution,7
1582,102,Cost Reduction,8
1582,102,Customer Satisfaction,9
1582,102,Digital Connectivity,10
1582,103,Integrity,1
1582,103,Job Security,2
1582,103,Leadership Development,3
1582,103,Mission Focus,4
1582,103,Open Communication,5
1582,103,Organisational Growth,6
1582,103,Patience,7
1582,103,Quality,8
1582,103,Profit,9
1582,103,Safety,10
3144,101,Innovation,1
3144,101,Safety,2
3144,101,Risk-Taking,3
3144,101,Information Sharing,4
3144,101,Leadership Development,5
3144,101,Organisational Growth,6
3144,101,Team Work,7
3144,101,Achievement,8
3144,101,Ambition,9
3144,101,Trust,10
3144,102,Commitment,1
3144,102,Efficiency,2
3144,102,Making A Difference,3
3144,102,Organisational Growth,4
3144,102,Professional Growth,5
3144,102,Safety,6
3144,102,Risk-Taking,7
3144,102,Transparency,8
3144,102,Trust,9
3144,102,Leadership Development,10
3144,103,Accountability,1
3144,103,Achievement,2
3144,103,Ambition,3
3144,103,Global Thinking,4
3144,103,Financial Stability,5
3144,103,Profit,6
3144,103,Quality,7
3144,103,Safety,8
3144,103,Vision,9
3144,103,Team Work,10
1736,101,Accountability,1
1736,101,Achievement,2
1736,101,Ambition,3
1736,101,Adaptability,4
1736,101,Patience,5
1736,101,Profit,6
1736,101,Mission Focus,7
1736,101,Ethics,8
1736,101,Excellence,9
1736,101,Equality,10
1736,102,Achievement,1
1736,102,Excellence,2
1736,102,Profit,3
1736,102,Quality,4
1736,102,Reliability,5
1736,102,Safety,6
1736,102,Sustainability,7
1736,102,Trust,8
1736,102,Innovation,9
1736,102,Vision,10
1736,103,Leadership Development,1
1736,103,Organisational Growth,2
1736,103,Open Communication,3
1736,103,Mission Focus,4
1736,103,Long-Term Perspective,5
1736,103,Reliability,6
1736,103,Team Work,7
1736,103,Sustainability,8
1736,103,Recognition,9
1736,103,Perseverance,10
932,101,Continuous Improvement,1
932,101,Customer Satisfaction,2
932,101,Decisiveness,3
932,101,Empowerment,4
932,101,Information Sharing,5
932,101,Long-Term Perspective,6
932,101,Patience,7
932,101,Perseverance,8
932,101,Reliability,9
932,101,Safety,10
932,102,Accountability,1
932,102,Brand Image,2
932,102,Cost Reduction,3
932,102,Customer Satisfaction,4
932,102,Continuous Improvement,5
932,102,Decisiveness,6
932,102,Empowerment,7
932,102,Information Sharing,8
932,102,Long-Term Perspective,9
932,102,Global Thinking,10
932,103,Customer Satisfaction,1
932,103,Reliability,2
932,103,Safety,3
932,103,Cost Reduction,4
1325,101,Accountability,1
932,103,Commitment,5
1325,101,Long-Term Perspective,2
932,103,Continuous Improvement,6
1325,101,Team Work,3
932,103,Vision,7
1325,101,Equality,4
932,103,Quality,8
1325,101,Trust,5
932,103,Balance (Home/Work),9
1325,101,Transparency,6
932,103,Digital Connectivity,10
1325,101,Ethics,7
1325,101,Patience,8
1325,101,Commitment,9
1325,101,Well-Being (Physical/ Emotional/ Mental/ Spiritual),10
1325,102,Recognition,1
1325,102,Global Thinking,2
1325,102,Hierarchy,3
1325,102,Transparency,4
1325,102,Continuous Improvement,5
1325,102,Employee Engagement,6
1325,102,Organisational Growth,7
1325,102,Vision,8
1325,102,Brand Image,9
1325,102,Customer Satisfaction,10
1325,103,Quality,1
1325,103,Commitment,2
1325,103,Profit,3
1325,103,Open Communication,4
1325,103,Safety,5
1325,103,Team Work,6
1325,103,Brand Image,7
1325,103,Customer Satisfaction,8
1325,103,Recognition,9
1325,103,Sustainability,10
717,101,Continuous Improvement,1
717,101,Efficiency,2
717,101,Accountability,3
717,101,Adaptability,4
717,101,Brand Image,5
717,101,Leadership Development,6
717,101,Safety,7
717,101,Team Work,8
717,101,Vision,9
717,101,Continuous Learning,10
717,102,Excellence,1
717,102,Global Thinking,2
717,102,Innovation,3
717,102,Integrity,4
717,102,Leadership Development,5
717,102,Well-Being (Physical/ Emotional/ Mental/ Spiritual),6
717,102,Vision,7
717,102,Continuous Learning,8
717,102,Ambition,9
717,102,Achievement,10
717,103,Ambition,1
717,103,Continuous Improvement,2
717,103,Cost Reduction,3
717,103,Customer Satisfaction,4
717,103,Excellence,5
717,103,Ethics,6
717,103,Long-Term Perspective,7
717,103,Safety,8
717,103,Sustainability,9
717,103,Team Work,10
2971,101,Integrity,1
2971,101,Adaptability,2
2971,101,Reliability,3
2971,101,Risk-Taking,4
2971,101,Safety,5
2971,101,Team Work,6
2971,101,Equality,7
2971,101,Ethics,8
2971,101,Commitment,9
2971,101,Continuous Improvement,10
2971,102,Excellence,1
2971,102,Continuous Improvement,2
2971,102,Cost Reduction,3
2971,102,Achievement,4
2971,102,Global Thinking,5
2971,102,Leadership Development,6
2971,102,Integrity,7
2971,102,Innovation,8
2971,102,Mission Focus,9
2971,102,Safety,10
2971,103,Empowerment,1
2971,103,Customer Satisfaction,2
2971,103,Brand Image,3
2971,103,Mission Focus,4
2971,103,Leadership Development,5
2971,103,Quality,6
2971,103,Professional Growth,7
2971,103,Trust,8
2971,103,Transparency,9
2971,103,Sustainability,10
165,101,Accountability,1
165,101,Achievement,2
165,101,Ambition,3
165,101,Commitment,4
165,101,Empowerment,5
165,101,Ethics,6
165,101,Excellence,7
165,101,Information Sharing,8
165,101,Leadership Development,9
165,101,Open Communication,10
165,102,Change Averse,1
165,102,Commitment,2
165,102,Customer Satisfaction,3
165,102,Digital Connectivity,4
165,102,Integrity,5
165,102,Innovation,6
165,102,Profit,7
165,102,Quality,8
165,102,Safety,9
165,102,Team Work,10
165,103,Accountability,1
165,103,Achievement,2
165,103,Balance (Home/Work),3
165,103,Brand Image,4
165,103,Excellence,5
165,103,Fairness,6
165,103,Global Thinking,7
165,103,Financial Stability,8
165,103,Leadership Development,9
165,103,Reliability,10
3327,101,Accountability,1
3327,101,Adaptability,2
3327,101,Ambition,3
3327,101,Commitment,4
3327,101,Continuous Learning,5
3327,101,Continuous Improvement,6
3327,101,Customer Satisfaction,7
3327,101,Ethics,8
3327,101,Excellence,9
3327,101,Global Thinking,10
3327,102,Accountability,1
3327,102,Achievement,2
3327,102,Adaptability,3
3327,102,Coaching/ Mentoring,4
3327,102,Continuous Improvement,5
3327,102,Decisiveness,6
3327,102,Inclusiveness,7
3327,102,Innovation,8
3327,102,Leadership Development,9
3327,102,Professional Growth,10
3327,103,Cost Reduction,1
3327,103,Efficiency,2
3327,103,Empowerment,3
3327,103,Financial Stability,4
3327,103,Global Thinking,5
3327,103,Long-Term Perspective,6
3327,103,Making A Difference,7
3327,103,Perseverance,8
3327,103,Organisational Growth,9
3327,103,Sustainability,10
1193,101,Accountability,1
1193,101,Safety,2
1193,101,Team Work,3
1193,101,Vision,4
1193,101,Quality,5
1193,101,Fairness,6
1193,101,Cost Reduction,7
1193,101,Efficiency,8
1193,101,Ethics,9
1193,101,Innovation,10
1193,102,Accountability,1
1193,102,Sustainability,2
1193,102,Team Work,3
1193,102,Reliability,4
1193,102,Safety,5
1193,102,Cost Reduction,6
1193,102,Efficiency,7
1193,102,Excellence,8
1193,102,Ethics,9
1193,102,Profit,10
1193,103,Accountability,1
1193,103,Safety,2
1193,103,Quality,3
1193,103,Vision,4
1193,103,Profit,5
1193,103,Open Communication,6
1193,103,Leadership Development,7
1193,103,Excellence,8
1193,103,Employee Engagement,9
1193,103,Cost Reduction,10
1085,101,Accountability,1
1085,101,Achievement,2
1085,101,Ambition,3
1085,101,Commitment,4
1085,101,Continuous Improvement,5
1085,101,Safety,6
1085,101,Team Work,7
1085,101,Sustainability,8
1085,101,Information Sharing,9
1085,101,Ethics,10
1085,102,Accountability,1
1085,102,Ambition,2
1085,102,Commitment,3
1085,102,Cost Reduction,4
1085,102,Customer Satisfaction,5
1085,102,Quality,6
1085,102,Safety,7
1085,102,Sustainability,8
1085,102,Team Work,9
1085,102,Vision,10
1085,103,Accountability,1
1085,103,Brand Image,2
1085,103,Community Involvement,3
1085,103,Customer Satisfaction,4
1085,103,Quality,5
1085,103,Safety,6
1085,103,Sustainability,7
1085,103,Team Work,8
1085,103,Transparency,9
1085,103,Vision,10
2545,101,Achievement,1
2545,101,Adaptability,2
2545,101,Ambition,3
2545,101,Empowerment,4
2545,101,Ethics,5
2545,101,Innovation,6
2545,101,Risk-Taking,7
2545,101,Efficiency,8
2545,101,Leadership Development,9
2545,101,Quality,10
2545,102,Achievement,1
2545,102,Adaptability,2
2545,102,Ambition,3
2545,102,Empowerment,4
2545,102,Equality,5
2545,102,Innovation,6
2545,102,Team Work,7
2545,102,Mission Focus,8
2545,102,Job Security,9
2545,102,Patience,10
2545,103,Achievement,1
2545,103,Adaptability,2
2545,103,Ambition,3
2545,103,Customer Satisfaction,4
2545,103,Empowerment,5
2545,103,Innovation,6
2545,103,Equality,7
2545,103,Ethics,8
2545,103,Integrity,9
2545,103,Team Work,10
756,101,Continuous Learning,1
756,101,Excellence,2
756,101,Leadership Development,3
756,101,Patience,4
756,101,Team Work,5
756,101,Job Security,6
756,101,Integrity,7
756,101,Adaptability,8
756,101,Reliability,9
756,101,Personal Growth,10
756,102,Continuous Improvement,1
756,102,Employee Engagement,2
756,102,Organisational Growth,3
756,102,Profit,4
756,102,Vision,5
756,102,Quality,6
756,102,Team Work,7
756,102,Innovation,8
756,102,Integrity,9
756,102,Achievement,10
756,103,Achievement,1
756,103,Brand Image,2
756,103,Continuous Improvement,3
756,103,Excellence,4
756,103,Employee Engagement,5
756,103,Information Sharing,6
756,103,Innovation,7
756,103,Team Work,8
756,103,Vision,9
756,103,Leadership Development,10
2896,101,Accountability,1
2896,101,Vision,2
2896,101,Transparency,3
2896,101,Team Work,4
2896,101,Safety,5
2896,101,Achievement,6
2896,101,Continuous Learning,7
2896,101,Continuous Improvement,8
2896,101,Information Sharing,9
2896,101,Innovation,10
2896,102,Quality,1
2896,102,Profit,2
2896,102,Vision,3
2896,102,Team Work,4
2896,102,Efficiency,5
2896,102,Achievement,6
2896,102,Cost Reduction,7
2896,102,Long-Term Perspective,8
2896,102,Mission Focus,9
2896,102,Leadership Development,10
2896,103,Sustainability,1
2896,103,Open Communication,2
2896,103,Mission Focus,3
2896,103,Innovation,4
2896,103,Global Thinking,5
2896,103,Quality,6
2896,103,Vision,7
2896,103,Trust,8
2896,103,Transparency,9
2896,103,Information Sharing,10
753,101,Commitment,1
753,101,Continuous Learning,2
753,101,Equality,3
753,101,Fairness,4
753,101,Personal Growth,5
753,101,Professional Growth,6
753,101,Risk-Taking,7
753,101,Information Sharing,8
753,101,Long-Term Perspective,9
753,101,Blame,10
753,102,Achievement,1
753,102,Brand Image,2
753,102,Profit,3
753,102,Quality,4
753,102,Sustainability,5
753,102,Open Communication,6
753,102,Excellence,7
753,102,Efficiency,8
753,102,Financial Stability,9
753,102,Leadership Development,10
753,103,Ambition,1
753,103,Brand Image,2
753,103,Achievement,3
753,103,Cost Reduction,4
753,103,Efficiency,5
753,103,Excellence,6
753,103,Quality,7
2855,101,Achievement,1
753,103,Safety,8
2855,101,Ambition,2
753,103,Continuous Improvement,9
2855,101,Commitment,3
753,103,Customer Satisfaction,10
2855,101,Profit,4
2855,101,Quality,5
2855,101,Safety,6
2855,101,Trust,7
2855,101,Vision,8
2855,101,Team Work,9
2855,101,Leadership Development,10
2855,102,Excellence,1
2855,102,Organisational Growth,2
2855,102,Quality,3
2855,102,Safety,4
2855,102,Making A Difference,5
2855,102,Global Thinking,6
2855,102,Continuous Improvement,7
2855,102,Continuous Learning,8
2855,102,Cost Reduction,9
1249,101,Accountability,1
2855,102,Efficiency,10
1249,101,Achievement,2
2855,103,Customer Satisfaction,1
1249,101,Adaptability,3
2855,103,Ethics,2
1249,101,Ambition,4
2855,103,Excellence,3
1249,101,Coaching/ Mentoring,5
2855,103,Leadership Development,4
1249,101,Community Involvement,6
2855,103,Profit,5
1249,101,Digital Connectivity,7
2855,103,Quality,6
1249,101,Leadership Development,8
2855,103,Innovation,7
1249,101,Making A Difference,9
2855,103,Making A Difference,8
1249,101,Well-Being (Physical/ Emotional/ Mental/ Spiritual),10
2855,103,Integrity,9
1249,102,Accountability,1
2855,103,Mission Focus,10
1249,102,Achievement,2
1249,102,Balance (Home/Work),3
1249,102,Coaching/ Mentoring,4
1249,102,Commitment,5
1249,102,Continuous Learning,6
1249,102,Continuous Improvement,7
1249,102,Empowerment,8
1249,102,Excellence,9
1249,102,Influence,10
1249,103,Transparency,1
1249,103,Trust,2
1249,103,Vision,3
1249,103,Profit,4
1249,103,Leadership Development,5
1249,103,Organisational Growth,6
1249,103,Professional Growth,7
1249,103,Personal Growth,8
1249,103,Brand Image,9
1249,103,Cost Reduction,10
2745,101,Coaching/ Mentoring,1
2745,101,Reliability,2
2745,101,Trust,3
2745,101,Professional Growth,4
2745,101,Personal Growth,5
2745,101,Equality,6
2745,101,Integrity,7
2745,101,Transparency,8
2745,101,Continuous Learning,9
2745,101,Accountability,10
2745,102,Adaptability,1
2745,102,Continuous Improvement,2
2745,102,Cost Reduction,3
2745,102,Customer Satisfaction,4
2745,102,Ethics,5
2745,102,Global Thinking,6
2745,102,Innovation,7
2745,102,Vision,8
2745,102,Quality,9
2745,102,Making A Difference,10
2745,103,Adaptability,1
2745,103,Brand Image,2
2745,103,Continuous Improvement,3
2745,103,Digital Connectivity,4
2745,103,Excellence,5
2745,103,Job Security,6
2745,103,Vision,7
2745,103,Long-Term Perspective,8
2745,103,Global Thinking,9
2745,103,Quality,10
613,101,Achievement,1
613,101,Ambition,2
613,101,Long-Term Perspective,3
613,101,Sustainability,4
613,101,Team Work,5
613,101,Personal Growth,6
613,101,Power,7
613,101,Quality,8
613,101,Patience,9
613,101,Safety,10
613,102,Achievement,1
613,102,Ambition,2
613,102,Safety,3
613,102,Power,4
613,102,Team Work,5
613,102,Excellence,6
613,102,Innovation,7
613,102,Patience,8
613,102,Risk-Taking,9
613,102,Long-Term Perspective,10
613,103,Brand Image,1
613,103,Achievement,2
613,103,Community Involvement,3
613,103,Conflict Resolution,4
613,103,Continuous Improvement,5
613,103,Leadership Development,6
613,103,Organisational Growth,7
613,103,Vision,8
613,103,Personal Growth,9
613,103,Making A Difference,10
2486,101,Ambition,1
2486,101,Excellence,2
2486,101,Ethics,3
2486,101,Integrity,4
2486,101,Innovation,5
2486,101,Safety,6
2486,101,Trust,7
2486,101,Vision,8
2486,101,Profit,9
2486,101,Quality,10
2486,102,Achievement,1
2486,102,Equality,2
2486,102,Employee Engagement,3
2486,102,Leadership Development,4
2486,102,Organisational Growth,5
2486,102,Making A Difference,6
2486,102,Mission Focus,7
2486,102,Team Work,8
2486,102,Sustainability,9
2486,102,Transparency,10
2486,103,Perseverance,1
2486,103,Open Communication,2
2486,103,Making A Difference,3
2486,103,Information Sharing,4
2486,103,Team Work,5
2486,103,Reliability,6
2486,103,Community Involvement,7
2486,103,Mission Focus,8
2486,103,Integrity,9
2486,103,Safety,10
2657,101,Accountability,1
2657,101,Adaptability,2
2657,101,Continuous Improvement,3
2657,101,Efficiency,4
2657,101,Commitment,5
2657,101,Integrity,6
2657,101,Financial Stability,7
2657,101,Reliability,8
2657,101,Decisiveness,9
2657,101,Mission Focus,10
2657,102,Continuous Improvement,1
2657,102,Cost Reduction,2
2657,102,Fairness,3
2657,102,Leadership Development,4
2657,102,Organisational Growth,5
2657,102,Vision,6
2657,102,Team Work,7
2657,102,Perseverance,8
2657,102,Excellence,9
2657,102,Adaptability,10
2657,103,Balance (Home/Work),1
2657,103,Ambition,2
2657,103,Adaptability,3
2657,103,Customer Satisfaction,4
2657,103,Decisiveness,5
2657,103,Efficiency,6
2657,103,Open Communication,7
2657,103,Mission Focus,8
2657,103,Profit,9
2657,103,Vision,10
3066,101,Achievement,1
3066,101,Adaptability,2
3066,101,Ethics,3
3066,101,Innovation,4
3066,101,Ambition,5
3066,101,Excellence,6
3066,101,Equality,7
3066,101,Sustainability,8
3066,101,Team Work,9
3066,101,Vision,10
3066,102,Accountability,1
3066,102,Brand Image,2
3066,102,Community Involvement,3
3066,102,Ethics,4
3066,102,Quality,5
3066,102,Efficiency,6
3066,102,Excellence,7
3066,102,Safety,8
3066,102,Trust,9
3066,102,Vision,10
3066,103,Accountability,1
3066,103,Achievement,2
3066,103,Adaptability,3
3066,103,Ambition,4
3066,103,Commitment,5
3066,103,Community Involvement,6
3066,103,Brand Image,7
3066,103,Conflict Resolution,8
3066,103,Continuous Improvement,9
3066,103,Team Work,10
166,101,Accountability,1
166,101,Commitment,2
166,101,Customer Satisfaction,3
166,101,Decisiveness,4
166,101,Fairness,5
166,101,Global Thinking,6
166,101,Integrity,7
166,101,Long Hours,8
166,101,Innovation,9
166,101,Making A Difference,10
166,102,Cost Reduction,1
166,102,Long Hours,2
166,102,Profit,3
166,102,Hierarchy,4
166,102,Ethics,5
166,102,Long-Term Perspective,6
166,102,Empowerment,7
166,102,Brand Image,8
166,102,Global Thinking,9
166,102,Quality,10
166,103,Ambition,1
166,103,Balance (Home/Work),2
166,103,Coaching/ Mentoring,3
166,103,Continuous Learning,4
166,103,Leadership Development,5
166,103,Organisational Growth,6
166,103,Employee Engagement,7
166,103,Cost Reduction,8
166,103,Continuous Improvement,9
166,103,Profit,10
2113,101,Accountability,1
2113,101,Achievement,2
2113,101,Adaptability,3
2113,101,Ambition,4
2113,101,Commitment,5
2113,101,Cost Reduction,6
2113,101,Excellence,7
2113,101,Global Thinking,8
2113,101,Innovation,9
2113,101,Leadership Development,10
2113,102,Cost Reduction,1
2113,102,Commitment,2
2113,102,Accountability,3
2113,102,Adaptability,4
2113,102,Customer Satisfaction,5
2113,102,Excellence,6
2113,102,Innovation,7
2113,102,Information Sharing,8
2113,102,Global Thinking,9
2113,102,Profit,10
2113,103,Adaptability,1
2113,103,Ambition,2
2113,103,Commitment,3
2113,103,Coaching/ Mentoring,4
2113,103,Employee Engagement,5
2113,103,Excellence,6
2113,103,Information Sharing,7
2113,103,Innovation,8
2113,103,Leadership Development,9
2113,103,Profit,10
2102,101,Accountability,1
2102,101,Adaptability,2
2102,101,Ambition,3
2102,101,Integrity,4
2102,101,Organisational Growth,5
2102,101,Mission Focus,6
2102,101,Making A Difference,7
2102,101,Long-Term Perspective,8
2102,101,Global Thinking,9
2102,101,Decisiveness,10
2102,102,Open Communication,1
2102,102,Global Thinking,2
2102,102,Making A Difference,3
2102,102,Leadership Development,4
2102,102,Fairness,5
2102,102,Employee Engagement,6
2102,102,Efficiency,7
2102,102,Conflict Resolution,8
2102,102,Digital Connectivity,9
2102,102,Inclusiveness,10
2102,103,Team Work,1
2102,103,Commitment,2
2102,103,Achievement,3
2102,103,Brand Image,4
2102,103,Continuous Improvement,5
2102,103,Cost Reduction,6
2102,103,Safety,7
2102,103,Reliability,8
2102,103,Transparency,9
2102,103,Vision,10
1574,101,Ambition,1
1574,101,Power,2
1574,101,Integrity,3
1574,101,Ethics,4
1574,101,Excellence,5
1574,101,Reliability,6
1574,101,Sustainability,7
1574,101,Perseverance,8
1574,101,Innovation,9
1574,101,Ease With Uncertainty,10
1574,102,Ambition,1
1574,102,Vision,2
1574,102,Ethics,3
1574,102,Excellence,4
1574,102,Team Work,5
1574,102,Innovation,6
1574,102,Integrity,7
1574,102,Global Thinking,8
1574,102,Equality,9
1574,102,Conflict Resolution,10
1574,103,Ambition,1
1574,103,Safety,2
1574,103,Profit,3
1574,103,Quality,4
1574,103,Organisational Growth,5
1574,103,Power,6
1574,103,Vision,7
1574,103,Integrity,8
1574,103,Excellence,9
1574,103,Ethics,10
1309,101,Accountability,1
1309,101,Achievement,2
1309,101,Continuous Improvement,3
1309,101,Cost Reduction,4
1309,101,Team Work,5
1309,101,Ethics,6
1309,101,Excellence,7
1309,101,Leadership Development,8
1309,101,Innovation,9
1309,101,Quality,10
1309,102,Achievement,1
1309,102,Risk-Taking,2
1309,102,Mission Focus,3
1309,102,Continuous Improvement,4
1309,102,Safety,5
1309,102,Efficiency,6
1309,102,Team Work,7
1309,102,Ambition,8
1309,102,Commitment,9
1309,102,Employee Engagement,10
1309,103,Accountability,1
1309,103,Achievement,2
1309,103,Ambition,3
1309,103,Brand Image,4
1309,103,Commitment,5
1309,103,Customer Satisfaction,6
1309,103,Employee Engagement,7
1309,103,Cost Reduction,8
1309,103,Quality,9
1309,103,Leadership Development,10
2659,101,Adaptability,1
2659,101,Coaching/ Mentoring,2
2659,101,Commitment,3
2659,101,Continuous Learning,4
2659,101,Patience,5
2659,101,Quality,6
2659,101,Risk-Taking,7
2903,101,Equality,1
2659,101,Vision,8
2903,101,Integrity,2
2659,101,Trust,9
2903,101,Job Security,3
2659,101,Team Work,10
2903,101,Leadership Development,4
2659,102,Ambition,1
2903,101,Professional Growth,5
2659,102,Commitment,2
2903,101,Trust,6
2659,102,Community Involvement,3
2903,101,Personal Growth,7
2659,102,Continuous Improvement,4
2903,101,Achievement,8
2659,102,Cost Reduction,5
2903,101,Employee Engagement,9
2659,102,Employee Engagement,6
2903,101,Cost Reduction,10
2659,102,Excellence,7
2903,102,Continuous Improvement,1
2659,102,Integrity,8
2903,102,Cost Reduction,2
2659,102,Leadership Development,9
2903,102,Organisational Growth,3
2659,102,Long-Term Perspective,10
2903,102,Global Thinking,4
2659,103,Adaptability,1
2903,102,Safety,5
2659,103,Continuous Learning,2
2903,102,Team Work,6
2659,103,Information Sharing,3
2903,102,Digital Connectivity,7
2659,103,Integrity,4
2903,102,Excellence,8
2659,103,Job Security,5
2903,102,Mission Focus,9
2659,103,Long-Term Perspective,6
2903,102,Vision,10
2659,103,Quality,7
2903,103,Commitment,1
2659,103,Personal Growth,8
2903,103,Adaptability,2
2659,103,Professional Growth,9
2903,103,Leadership Development,3
2659,103,Profit,10
2903,103,Employee Engagement,4
2903,103,Recognition,5
2903,103,Empowerment,6
2903,103,Brand Image,7
2903,103,Transparency,8
2903,103,Team Work,9
2903,103,Mission Focus,10
3302,101,Continuous Learning,1
3302,101,Vision,2
3302,101,Global Thinking,3
3302,101,Digital Connectivity,4
3302,101,Conflict Resolution,5
3302,101,Commitment,6
3302,101,Well-Being (Physical/ Emotional/ Mental/ Spiritual),7
3302,101,Equality,8
3302,101,Sustainability,9
3302,101,Open Communication,10
3302,102,Long-Term Perspective,1
3302,102,Sustainability,2
3302,102,Decisiveness,3
3302,102,Global Thinking,4
3302,102,Hierarchy,5
3302,102,Mission Focus,6
3302,102,Continuous Improvement,7
